14-02-16_16:18:52:979,-1.2094849,1.587898,9.441168,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,229.0
14-02-16_16:18:52:985,-0.5364844,4.133804,8.270002,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,229.0
14-02-16_16:18:52:988,-0.021555176,4.133804,9.029224,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,229.0
14-02-16_16:18:52:991,-0.021555176,4.133804,9.029224,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:050,-1.4298267,3.8368216,7.9897857,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:052,-1.1328443,2.4261549,7.417376,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:053,-0.974773,1.7483643,7.175479,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:054,-0.4047583,1.7507594,7.3622904,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:055,-0.364043,1.8489552,7.220984,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:056,0.0071850587,1.9878663,6.167176,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:057,0.42152345,2.6177564,6.0498195,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:058,0.98914313,3.032095,5.7935524,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:059,1.0083033,3.0249097,4.402046,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:060,0.8981324,2.9913795,4.040398,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:061,0.81191164,3.1087356,4.2008643,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:062,0.5125342,2.8428884,4.095484,0.15978967,-0.17150758,-0.52411014,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:158,0.5125342,2.8428884,4.095484,-0.21411815,-0.4048005,0.28655612,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:159,0.5125342,2.8428884,4.095484,-0.221575,-0.4495416,0.2972088,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:160,0.5125342,2.8428884,4.095484,-0.22583607,-0.5070659,0.2790993,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:161,0.5125342,2.8428884,4.095484,-0.19387813,-0.58483016,0.25246766,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:162,0.5125342,2.8428884,4.095484,-0.13102753,-0.6625945,0.2130529,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:163,0.5125342,2.8428884,4.095484,-0.053263225,-0.72970617,0.18642128,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:164,0.5125342,2.8428884,4.095484,0.046871636,-0.5858955,0.16405073,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:165,0.5125342,2.8428884,4.095484,0.1768339,-0.25992453,0.15659387,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:166,0.5125342,2.8428884,4.095484,0.3121225,-0.03195793,0.14274544,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:167,0.5125342,2.8428884,4.095484,0.41971418,0.112918034,0.13528858,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:168,0.5125342,2.8428884,4.095484,0.5006743,0.27803403,0.16192019,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:169,0.5125342,2.8428884,4.095484,0.58056915,0.37603834,0.21198763,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:170,0.5125342,2.8428884,4.095484,0.66365975,0.3685815,0.25672874,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:171,0.5125342,2.8428884,4.095484,0.7030745,0.37071204,0.30253512,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:172,0.5125342,2.8428884,4.095484,0.7275756,0.36112466,0.34408042,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:173,0.5125342,2.8428884,4.095484,0.7233146,0.3536678,0.37603834,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:174,0.5125342,2.8428884,4.095484,0.6860303,0.33662358,0.37816888,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:175,0.5125342,2.8428884,4.095484,0.6306366,0.34194988,0.37603834,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:176,0.5125342,2.8428884,4.095484,0.58056915,0.3174488,0.36432046,-17.5,3.6875,26.25,258.0
14-02-16_16:18:53:177,0.5125342,2.8428884,4.095484,0.48469532,0.23648871,0.32170987,-17.5,3.6875,26.25,258.0
