14-02-16_12:17:55,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,184.0
14-02-16_12:17:56,-0.019153614,1.946486,10.425551,0.008171643,-0.0022599585,-0.013196762,9.94489,-21.920765,14.7029,176.0
14-02-16_12:17:56,0.046686932,1.9261353,10.448297,0.008171643,-0.0022599585,-0.013196762,9.94489,-21.920765,14.7029,176.0
14-02-16_12:17:56,0.046686932,1.9261353,10.448297,0.008171643,-0.0022599585,-0.013196762,9.94489,-21.920765,14.7029,172.0
14-02-16_12:17:56,0.046686932,1.9261353,10.448297,0.008171643,-0.0022599585,-0.013196762,10.251385,-22.148722,14.652367,172.0
14-02-16_12:17:56,0.046686932,1.9261353,10.448297,-0.00470261,0.0011739214,-0.0109274825,10.251385,-22.148722,14.652367,172.0
14-02-16_12:17:56,-0.029927522,1.9440918,10.447099,-0.00470261,0.0011739214,-0.0109274825,10.251385,-22.148722,14.652367,172.0
14-02-16_12:17:56,-0.029927522,1.9440918,10.447099,-0.00470261,0.0011739214,-0.0109274825,10.251385,-22.148722,14.652367,176.0
14-02-16_12:17:56,-0.029927522,1.9440918,10.447099,-0.00470261,0.0011739214,-0.0109274825,10.504589,-22.335106,14.622639,176.0
14-02-16_12:17:56,-0.029927522,1.9440918,10.447099,-0.00470261,0.0011739214,-0.0109274825,10.504589,-22.335106,14.622639,178.0
14-02-16_12:17:56,-0.029927522,1.9440918,10.447099,-0.0015068165,-0.002021872,-0.009862218,10.504589,-22.335106,14.622639,178.0
14-02-16_12:17:56,0.04309563,1.9261353,10.45907,-0.0015068165,-0.002021872,-0.009862218,10.504589,-22.335106,14.622639,178.0
14-02-16_12:17:56,0.04309563,1.9261353,10.45907,-0.0015068165,-0.002021872,-0.009862218,10.504589,-22.335106,14.622639,180.0
14-02-16_12:17:56,0.04309563,1.9261353,10.45907,-0.0015068165,-0.002021872,-0.009862218,10.682217,-22.49773,14.61698,180.0
14-02-16_12:17:56,0.04309563,1.9261353,10.45907,-0.0015068165,-0.002021872,-0.009862218,10.682217,-22.49773,14.61698,184.0
14-02-16_12:17:56,0.04309563,1.9261353,10.45907,6.237123E-4,1.0865697E-4,-0.002405367,10.682217,-22.49773,14.61698,184.0
