14-02-16_16:10:48:538,-2.6297317,1.8800904,14.154566,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:604,-0.84544194,3.8799317,9.848321,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:605,0.41912845,3.6380348,8.921448,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:606,0.5748047,3.3937428,9.560919,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:607,0.73527104,3.3171022,10.066268,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:608,0.7185059,3.3817677,10.648257,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:609,0.85741705,3.3290772,11.148816,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:609,0.80712163,3.1901662,11.371553,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:610,0.70174074,3.1039455,11.421848,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:611,0.3879932,3.0799952,11.275752,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:612,0.10777588,3.0344899,11.249407,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:612,-0.15328126,2.9865894,10.806329,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:613,-0.51971924,3.04407,10.40157,0.51984906,-1.1419635,-0.5997439,-54.875,-18.4375,40.75,141.0
14-02-16_16:10:48:712,-0.51971924,3.04407,10.40157,0.4825648,-0.13209279,-0.22050974,-54.875,-18.4375,40.75,141.0
