14-02-16_12:19:20,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,0.0
14-02-16_12:19:25,-1.377863,0.49799395,10.674548,0.50101864,0.21283025,0.61800516,15.8874235,10.205737,11.527865,0.0
14-02-16_12:19:25,-1.377863,0.49799395,10.674548,0.50101864,0.21283025,0.61800516,14.338564,9.008028,11.2668705,0.0
14-02-16_12:19:25,-1.377863,0.49799395,10.674548,0.08023918,0.27355033,0.46886814,14.338564,9.008028,11.2668705,0.0
14-02-16_12:19:25,4.6220064,0.89543146,9.405622,0.08023918,0.27355033,0.46886814,14.338564,9.008028,11.2668705,0.0
14-02-16_12:19:26,4.6220064,0.89543146,9.405622,0.08023918,0.27355033,0.46886814,14.290448,7.92295,10.759346,0.0
14-02-16_12:19:26,4.6220064,0.89543146,9.405622,-0.666516,-0.46146962,-0.17347884,14.290448,7.92295,10.759346,0.0
14-02-16_12:19:26,-3.6020765,2.5725696,10.868479,-0.666516,-0.46146962,-0.17347884,14.290448,7.92295,10.759346,0.0
14-02-16_12:19:26,-3.6020765,2.5725696,10.868479,-0.666516,-0.46146962,-0.17347884,16.106802,7.263172,10.135577,0.0
14-02-16_12:19:26,-3.6020765,2.5725696,10.868479,-0.2766292,-0.434838,-0.25656947,16.106802,7.263172,10.135577,0.0
14-02-16_12:19:26,7.311892,-0.7505822,14.469358,-0.2766292,-0.434838,-0.25656947,16.106802,7.263172,10.135577,0.0
14-02-16_12:19:26,7.311892,-0.7505822,14.469358,-0.2766292,-0.434838,-0.25656947,18.454044,7.48973,9.794214,0.0
14-02-16_12:19:26,7.311892,-0.7505822,14.469358,-0.042271025,-0.712872,-0.47388342,18.454044,7.48973,9.794214,0.0
14-02-16_12:19:26,1.1563994,0.2825158,13.962984,-0.042271025,-0.712872,-0.47388342,18.454044,7.48973,9.794214,0.0
14-02-16_12:19:26,1.1563994,0.2825158,13.962984,-0.042271025,-0.712872,-0.47388342,19.63343,8.432904,9.910984,0.0
14-02-16_12:19:26,1.1563994,0.2825158,13.962984,0.04401779,-0.36453694,-1.4933451,19.63343,8.432904,9.910984,0.0
14-02-16_12:19:26,-1.5921441,0.088585466,11.275493,0.04401779,-0.36453694,-1.4933451,19.63343,8.432904,9.910984,0.0
14-02-16_12:19:26,-1.5921441,0.088585466,11.275493,0.04401779,-0.36453694,-1.4933451,18.825651,9.267688,10.462628,0.0
14-02-16_12:19:26,-1.5921441,0.088585466,11.275493,-0.5780966,0.87010455,0.1567494,18.825651,9.267688,10.462628,0.0
14-02-16_12:19:26,1.7465701,0.35793316,12.528857,-0.5780966,0.87010455,0.1567494,18.825651,9.267688,10.462628,0.0
14-02-16_12:19:27,1.7465701,0.35793316,12.528857,-0.5780966,0.87010455,0.1567494,16.131767,9.266865,11.335452,0.0
14-02-16_12:19:27,1.7465701,0.35793316,12.528857,0.13136947,-0.1323093,1.0728768,16.131767,9.266865,11.335452,0.0
14-02-16_12:19:27,2.7724855,-1.3479356,8.9363575,0.13136947,-0.1323093,1.0728768,16.131767,9.266865,11.335452,0.0
14-02-16_12:19:27,2.7724855,-1.3479356,8.9363575,0.13136947,-0.1323093,1.0728768,13.375542,8.916614,12.081661,0.0
14-02-16_12:19:27,2.7724855,-1.3479356,8.9363575,0.0045934203,-0.048128113,0.14504614,13.375542,8.916614,12.081661,0.0
14-02-16_12:19:27,3.144784,-0.37948096,10.833763,0.0045934203,-0.048128113,0.14504614,13.375542,8.916614,12.081661,0.0
14-02-16_12:19:27,3.144784,-0.37948096,10.833763,0.0045934203,-0.048128113,0.14504614,12.430072,9.169878,12.364001,0.0
14-02-16_12:19:27,3.144784,-0.37948096,10.833763,0.36465278,0.5153968,-0.08824677,12.430072,9.169878,12.364001,0.0
14-02-16_12:19:27,-3.0478187,0.320823,9.325416,0.36465278,0.5153968,-0.08824677,12.430072,9.169878,12.364001,0.0
14-02-16_12:19:27,-3.0478187,0.320823,9.325416,0.36465278,0.5153968,-0.08824677,13.262381,9.826198,12.195702,0.0
14-02-16_12:19:27,-3.0478187,0.320823,9.325416,-0.28728902,0.87226033,0.15782931,13.262381,9.826198,12.195702,0.0
14-02-16_12:19:27,-1.6603789,0.89423436,10.529699,-0.28728902,0.87226033,0.15782931,13.262381,9.826198,12.195702,0.0
14-02-16_12:19:27,-1.6603789,0.89423436,10.529699,-0.28728902,0.87226033,0.15782931,15.315087,10.173935,11.655799,0.0
14-02-16_12:19:27,-1.6603789,0.89423436,10.529699,-0.11258806,0.0690571,-0.036045354,15.315087,10.173935,11.655799,0.0
14-02-16_12:19:27,-1.79206,0.6392518,10.720038,-0.11258806,0.0690571,-0.036045354,15.315087,10.173935,11.655799,0.0
14-02-16_12:19:28,-1.79206,0.6392518,10.720038,-0.11258806,0.0690571,-0.036045354,18.162878,10.313707,10.979316,0.0
14-02-16_12:19:28,-1.79206,0.6392518,10.720038,-0.0966091,0.062665515,0.44545418,18.162878,10.313707,10.979316,0.0
14-02-16_12:19:28,-2.0290859,1.946486,10.085575,-0.0966091,0.062665515,0.44545418,18.162878,10.313707,10.979316,0.0
14-02-16_12:19:28,-2.0290859,1.946486,10.085575,-0.0966091,0.062665515,0.44545418,20.925621,10.6564,10.4539995,0.0
14-02-16_12:19:28,-2.0290859,1.946486,10.085575,0.06957215,-0.31017703,0.6457239,20.925621,10.6564,10.4539995,0.0
14-02-16_12:19:28,3.4596214,-0.82599956,7.277176,0.06957215,-0.31017703,0.6457239,20.925621,10.6564,10.4539995,0.0
14-02-16_12:19:28,3.4596214,-0.82599956,7.277176,0.06957215,-0.31017703,0.6457239,23.100836,11.217866,10.170854,0.0
14-02-16_12:19:28,3.4596214,-0.82599956,7.277176,-0.15412858,-0.39114964,-0.23099594,23.100836,11.217866,10.170854,0.0
14-02-16_12:19:28,4.2102036,-2.256535,8.893262,-0.15412858,-0.39114964,-0.23099594,23.100836,11.217866,10.170854,0.0
14-02-16_12:19:28,4.2102036,-2.256535,8.893262,-0.15412858,-0.39114964,-0.23099594,24.977236,12.053096,10.199631,0.0
14-02-16_12:19:28,4.2102036,-2.256535,8.893262,-0.22763182,-0.53176457,-1.1449928,24.977236,12.053096,10.199631,0.0
14-02-16_12:19:28,2.565387,-1.7250223,8.480263,-0.22763182,-0.53176457,-1.1449928,24.977236,12.053096,10.199631,0.0
14-02-16_12:19:28,2.565387,-1.7250223,8.480263,-0.22763182,-0.53176457,-1.1449928,26.306482,13.134157,10.569631,0.0
14-02-16_12:19:28,2.565387,-1.7250223,8.480263,-0.60047436,-0.4859582,-0.9638979,26.306482,13.134157,10.569631,0.0
14-02-16_12:19:28,2.4744074,-1.3180081,10.460267,-0.60047436,-0.4859582,-0.9638979,26.306482,13.134157,10.569631,0.0
14-02-16_12:19:29,2.4744074,-1.3180081,10.460267,-0.60047436,-0.4859582,-0.9638979,25.725643,14.151609,11.276785,0.0
14-02-16_12:19:29,2.4744074,-1.3180081,10.460267,0.18675125,0.007271761,0.21322653,25.725643,14.151609,11.276785,0.0
14-02-16_12:19:29,1.1575965,0.2765303,7.763199,0.18675125,0.007271761,0.21322653,25.725643,14.151609,11.276785,0.0
14-02-16_12:19:29,1.1575965,0.2765303,7.763199,0.18675125,0.007271761,0.21322653,22.74746,14.821798,12.318392,0.0
14-02-16_12:19:29,1.1575965,0.2765303,7.763199,0.41471782,0.2757184,0.39751726,22.74746,14.821798,12.318392,0.0
14-02-16_12:19:29,0.5303157,0.33997664,10.149021,0.41471782,0.2757184,0.39751726,22.74746,14.821798,12.318392,0.0
14-02-16_12:19:29,0.5303157,0.33997664,10.149021,0.41471782,0.2757184,0.39751726,18.900475,15.168723,13.412506,0.0
14-02-16_12:19:29,0.5303157,0.33997664,10.149021,0.07809427,0.30341527,-0.2171403,18.900475,15.168723,13.412506,0.0
14-02-16_12:19:29,-4.0282445,0.60214174,11.496957,0.07809427,0.30341527,-0.2171403,18.900475,15.168723,13.412506,0.0
