14-02-16_12:16:10,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,20.0
14-02-16_12:16:17,-0.12330139,1.3922282,11.894394,-0.20372063,-0.100515686,0.3946541,13.616831,10.294098,9.980667,78.0
14-02-16_12:16:17,-0.12330139,1.3922282,11.894394,-0.20372063,-0.100515686,0.3946541,13.616831,10.294098,9.980667,98.0
14-02-16_12:16:17,-0.12330139,1.3922282,11.894394,-0.20372063,-0.100515686,0.3946541,11.850652,9.997148,9.66884,98.0
14-02-16_12:16:17,-0.12330139,1.3922282,11.894394,-0.20372063,-0.100515686,0.3946541,11.850652,9.997148,9.66884,122.0
14-02-16_12:16:17,-0.12330139,1.3922282,11.894394,0.039145272,0.058246262,-0.24022165,11.850652,9.997148,9.66884,122.0
14-02-16_12:16:17,-0.23702596,0.110133275,10.546458,0.039145272,0.058246262,-0.24022165,11.850652,9.997148,9.66884,122.0
14-02-16_12:16:17,-0.23702596,0.110133275,10.546458,0.039145272,0.058246262,-0.24022165,11.850652,9.997148,9.66884,148.0
14-02-16_12:16:17,-0.23702596,0.110133275,10.546458,0.039145272,0.058246262,-0.24022165,10.335493,9.674318,9.379155,148.0
14-02-16_12:16:17,-0.23702596,0.110133275,10.546458,0.039145272,0.058246262,-0.24022165,10.335493,9.674318,9.379155,178.0
14-02-16_12:16:17,-0.23702596,0.110133275,10.546458,0.30120033,0.092334725,-0.39575025,10.335493,9.674318,9.379155,178.0
14-02-16_12:16:17,-0.44891283,0.8475474,8.198944,0.30120033,0.092334725,-0.39575025,10.335493,9.674318,9.379155,178.0
14-02-16_12:16:17,-0.44891283,0.8475474,8.198944,0.30120033,0.092334725,-0.39575025,10.335493,9.674318,9.379155,214.0
14-02-16_12:16:17,-0.44891283,0.8475474,8.198944,0.30120033,0.092334725,-0.39575025,9.174178,8.875178,9.099654,214.0
14-02-16_12:16:17,-0.44891283,0.8475474,8.198944,0.30120033,0.092334725,-0.39575025,9.174178,8.875178,9.099654,232.0
14-02-16_12:16:17,-0.44891283,0.8475474,8.198944,0.023166306,0.006048305,-0.21891637,9.174178,8.875178,9.099654,232.0
14-02-16_12:16:17,-1.2856863,2.2134395,11.732785,0.023166306,0.006048305,-0.21891637,9.174178,8.875178,9.099654,232.0
14-02-16_12:16:17,-1.2856863,2.2134395,11.732785,0.023166306,0.006048305,-0.21891637,9.174178,8.875178,9.099654,274.0
14-02-16_12:16:18,-1.2856863,2.2134395,11.732785,0.023166306,0.006048305,-0.21891637,8.733416,7.107738,8.946331,274.0
14-02-16_12:16:18,-1.2856863,2.2134395,11.732785,0.023166306,0.006048305,-0.21891637,8.733416,7.107738,8.946331,300.0
14-02-16_12:16:18,-1.2856863,2.2134395,11.732785,-0.21971639,0.23721708,0.03355503,8.733416,7.107738,8.946331,300.0
14-02-16_12:16:18,-0.9600749,-0.033518825,11.085154,-0.21971639,0.23721708,0.03355503,8.733416,7.107738,8.946331,300.0
14-02-16_12:16:18,-0.9600749,-0.033518825,11.085154,-0.21971639,0.23721708,0.03355503,8.733416,7.107738,8.946331,424.0
14-02-16_12:16:18,-0.9600749,-0.033518825,11.085154,-0.21971639,0.23721708,0.03355503,9.152924,4.8565764,9.106312,424.0
14-02-16_12:16:18,-0.9600749,-0.033518825,11.085154,-0.21971639,0.23721708,0.03355503,9.152924,4.8565764,9.106312,614.0
14-02-16_12:16:18,-0.9600749,-0.033518825,11.085154,0.45672652,0.011381019,-0.1603231,9.152924,4.8565764,9.106312,614.0
14-02-16_12:16:18,-0.35075054,1.4903905,7.8865004,0.45672652,0.011381019,-0.1603231,9.152924,4.8565764,9.106312,614.0
