05-03-16_00:51:34:484,-0.5604346,2.6441016,8.657996,-0.11611383,0.10333065,0.294013,-12.1875,17.1875,-3.5,0,0,0,35.716,NE,N
05-03-16_00:51:34:487,-0.5604346,2.6441016,8.657996,-0.13848437,0.039414786,0.2790993,-12.1875,17.1875,-3.5,0,0,0,35.716,NE,N
05-03-16_00:51:34:489,0.17004639,2.1219873,9.891431,-0.13848437,0.039414786,0.2790993,-12.1875,17.1875,-3.5,0,0,0,34.591,NE,N
05-03-16_00:51:34:491,0.24668702,1.9950514,10.102193,-0.13848437,0.039414786,0.2790993,-12.1875,17.1875,-3.5,0,0,0,34.509,NE,N
05-03-16_00:51:34:558,-0.12693603,2.1483326,9.474698,-0.13848437,0.039414786,0.2790993,-12.1875,17.1875,-3.5,0,0,0,34.956,NE,N
05-03-16_00:51:34:561,-0.36164796,2.1722827,9.539363,-0.13848437,0.039414786,0.2790993,-12.1875,17.1875,-3.5,0,0,0,35.231,NE,N
05-03-16_00:51:34:646,-0.36164796,2.1722827,9.539363,-0.13848437,0.039414786,0.2790993,-10.375,18.625,-2.3125,0,0,0,29.359,NE,N
05-03-16_00:51:34:650,-0.36164796,2.1722827,9.539363,0.05752428,0.10972224,0.19387813,-10.375,18.625,-2.3125,0,0,0,29.359,NE,N
05-03-16_00:51:34:652,-0.33290774,2.1459377,9.505833,0.05752428,0.10972224,0.19387813,-10.375,18.625,-2.3125,0,0,0,29.331,NE,N
05-03-16_00:51:34:655,-0.17244141,2.1722827,9.491463,0.05752428,0.10972224,0.19387813,-10.375,18.625,-2.3125,0,0,0,29.209,NE,N
05-03-16_00:51:34:720,-0.22752686,2.203418,10.059082,0.05752428,0.10972224,0.19387813,-10.375,18.625,-2.3125,0,0,0,29.219,NE,N
05-03-16_00:51:34:722,-0.09340577,2.3614893,10.559642,0.05752428,0.10972224,0.19387813,-10.375,18.625,-2.3125,0,0,0,29.12,NE,N
05-03-16_00:51:34:803,-0.09340577,2.3614893,10.559642,0.05752428,0.10972224,0.19387813,-9.625,17.875,-0.6875,0,0,0,28.721,NE,N
05-03-16_00:51:34:808,-0.09340577,2.3614893,10.559642,0.6498113,0.084155895,0.06924219,-9.625,17.875,-0.6875,0,0,0,28.721,NE,N
05-03-16_00:51:34:811,-0.15088624,2.680027,9.912986,0.6498113,0.084155895,0.06924219,-9.625,17.875,-0.6875,0,0,0,28.978,NE,N
05-03-16_00:51:34:813,-0.46702883,3.0416749,9.699829,0.6498113,0.084155895,0.06924219,-9.625,17.875,-0.6875,0,0,0,29.394,NE,N
05-03-16_00:51:34:875,-0.7424561,3.2859669,9.467513,0.6498113,0.084155895,0.06924219,-9.625,17.875,-0.6875,0,0,0,29.768,NE,N
05-03-16_00:51:34:879,-0.6394702,3.5087037,9.711804,0.6498113,0.084155895,0.06924219,-9.625,17.875,-0.6875,0,0,0,29.822,NE,N
05-03-16_00:51:34:958,-0.6394702,3.5087037,9.711804,0.6498113,0.084155895,0.06924219,-9.625,13.875,-1.5,0,0,0,36.018,NE,N
05-03-16_00:51:34:962,-0.6394702,3.5087037,9.711804,0.8564726,0.037284255,0.113983296,-9.625,13.875,-1.5,0,0,0,36.018,NE,N
05-03-16_00:51:34:965,-0.29937744,3.2811768,10.394385,0.8564726,0.037284255,0.113983296,-9.625,13.875,-1.5,0,0,0,35.398,NE,N
05-03-16_00:51:34:969,-0.100590825,3.527864,9.627979,0.8564726,0.037284255,0.113983296,-9.625,13.875,-1.5,0,0,0,35.511,NE,N
05-03-16_00:51:35:030,-0.37362307,4.014053,8.313113,0.8564726,0.037284255,0.113983296,-9.625,13.875,-1.5,0,0,0,36.763,NE,N
05-03-16_00:51:35:033,-0.70174074,4.3278003,8.746612,0.8564726,0.037284255,0.113983296,-9.625,13.875,-1.5,0,0,0,37.272,NE,N
05-03-16_00:51:35:116,-0.70174074,4.3278003,8.746612,0.8564726,0.037284255,0.113983296,-8.5625,7.75,-3.0625,0,0,0,47.669,NE,N
05-03-16_00:51:35:120,-0.70174074,4.3278003,8.746612,0.9267801,0.036218993,0.10013486,-8.5625,7.75,-3.0625,0,0,0,47.669,NE,N
05-03-16_00:51:35:123,-0.48618898,4.495452,9.477093,0.9267801,0.036218993,0.10013486,-8.5625,7.75,-3.0625,0,0,0,46.983,NE,N
05-03-16_00:51:35:125,-0.29698244,4.7062135,9.158555,0.9267801,0.036218993,0.10013486,-8.5625,7.75,-3.0625,0,0,0,46.674,NE,N
05-03-16_00:51:35:189,-0.38080812,5.1947975,8.756192,0.9267801,0.036218993,0.10013486,-8.5625,7.75,-3.0625,0,0,0,47.226,NE,N
05-03-16_00:51:35:192,-0.3161426,5.5588408,8.320298,0.9267801,0.036218993,0.10013486,-8.5625,7.75,-3.0625,0,0,0,47.438,NE,N
05-03-16_00:51:35:274,-0.3161426,5.5588408,8.320298,0.9267801,0.036218993,0.10013486,-8.875,2.25,-1.875,0,0,0,73.051,E,E
05-03-16_00:51:35:278,-0.3161426,5.5588408,8.320298,0.85753787,0.10972224,0.101200126,-8.875,2.25,-1.875,0,0,0,73.051,E,E
05-03-16_00:51:35:282,-0.50534916,5.6666164,7.879615,0.85753787,0.10972224,0.101200126,-8.875,2.25,-1.875,0,0,0,73.919,E,E
05-03-16_00:51:35:286,-0.3879932,5.4223247,7.288045,0.85753787,0.10972224,0.101200126,-8.875,2.25,-1.875,0,0,0,73.579,E,E
05-03-16_00:51:35:347,-0.45026368,5.245093,6.9383717,0.85753787,0.10972224,0.101200126,-8.875,2.25,-1.875,0,0,0,73.985,E,E
05-03-16_00:51:35:350,-0.46702883,5.295388,6.821016,0.85753787,0.10972224,0.101200126,-8.875,2.25,-1.875,0,0,0,74.133,E,E
05-03-16_00:51:35:433,-0.46702883,5.295388,6.821016,0.85753787,0.10972224,0.101200126,-7.8125,-4.25,-0.6875,0,0,0,112.618,SE,E
05-03-16_00:51:35:437,-0.46702883,5.295388,6.821016,0.41758367,0.05219796,0.033023197,-7.8125,-4.25,-0.6875,0,0,0,112.618,SE,E
05-03-16_00:51:35:441,-0.11496094,5.5588408,6.430628,0.41758367,0.05219796,0.033023197,-7.8125,-4.25,-0.6875,0,0,0,110.063,E,E
05-03-16_00:51:35:443,0.44547364,6.0043144,6.576724,0.41758367,0.05219796,0.033023197,-7.8125,-4.25,-0.6875,0,0,0,106.7,E,E
05-03-16_00:51:35:504,1.1615845,6.1767554,6.967112,0.41758367,0.05219796,0.033023197,-7.8125,-4.25,-0.6875,0,0,0,104.099,E,E
05-03-16_00:51:35:508,1.4298267,6.449788,6.8832865,0.41758367,0.05219796,0.033023197,-7.8125,-4.25,-0.6875,0,0,0,102.046,E,E
05-03-16_00:51:35:605,1.4298267,6.449788,6.8832865,0.41758367,0.05219796,0.033023197,-8.1875,-7.5625,0.125,0,0,0,119.391,SE,E
05-03-16_00:51:35:612,1.4298267,6.449788,6.8832865,0.10865697,-0.54435015,-0.49960902,-8.1875,-7.5625,0.125,0,0,0,119.391,SE,E
05-03-16_00:51:35:617,1.2406201,6.615044,7.0413575,0.10865697,-0.54435015,-0.49960902,-8.1875,-7.5625,0.125,0,0,0,120.01,SE,E
05-03-16_00:51:35:626,1.2022998,6.6126494,7.247329,0.10865697,-0.54435015,-0.49960902,-8.1875,-7.5625,0.125,0,0,0,120.694,SE,E
05-03-16_00:51:35:672,1.1304493,6.5336137,7.321575,0.10865697,-0.54435015,-0.49960902,-8.1875,-7.5625,0.125,0,0,0,121.278,SE,E
05-03-16_00:51:35:677,0.9484278,6.5000834,7.3718705,0.10865697,-0.54435015,-0.49960902,-8.1875,-7.5625,0.125,0,0,0,122.011,SE,E
05-03-16_00:51:35:755,0.9484278,6.5000834,7.3718705,0.10865697,-0.54435015,-0.49960902,-9.25,-9,0.875,0,0,0,125.276,SE,E
05-03-16_00:51:35:760,0.9484278,6.5000834,7.3718705,0.08628642,-1.1472899,-0.9470201,-9.25,-9,0.875,0,0,0,125.276,SE,E
05-03-16_00:51:35:764,1.1088941,6.423443,7.31439,0.08628642,-1.1472899,-0.9470201,-9.25,-9,0.875,0,0,0,124.827,SE,E
05-03-16_00:51:35:769,0.9651929,6.303692,7.3072047,0.08628642,-1.1472899,-0.9470201,-9.25,-9,0.875,0,0,0,125.473,SE,E
05-03-16_00:51:35:820,0.48379397,6.3228517,7.350315,0.08628642,-1.1472899,-0.9470201,-9.25,-9,0.875,0,0,0,127.014,SE,E
05-03-16_00:51:35:822,0.2203418,6.2749515,7.558682,0.08628642,-1.1472899,-0.9470201,-9.25,-9,0.875,0,0,0,128.262,SE,E
05-03-16_00:51:35:913,0.2203418,6.2749515,7.558682,0.08628642,-1.1472899,-0.9470201,-13.625,-11.5625,2.5,0,0,0,126.793,SE,E
05-03-16_00:51:35:918,0.2203418,6.2749515,7.558682,0.080960095,-1.3954965,-1.1930962,-13.625,-11.5625,2.5,0,0,0,126.793,SE,E
05-03-16_00:51:35:920,0.19639161,6.337222,7.5131764,0.080960095,-1.3954965,-1.1930962,-13.625,-11.5625,2.5,0,0,0,126.754,SE,E
05-03-16_00:51:35:922,0.22992188,6.365962,7.7478886,0.080960095,-1.3954965,-1.1930962,-13.625,-11.5625,2.5,0,0,0,126.856,SE,E
05-03-16_00:51:35:976,0.047900394,6.327642,7.829319,0.080960095,-1.3954965,-1.1930962,-13.625,-11.5625,2.5,0,0,0,127.62,SE,E
05-03-16_00:51:35:977,-0.083825685,6.3779373,7.4269557,0.080960095,-1.3954965,-1.1930962,-13.625,-11.5625,2.5,0,0,0,127.681,SE,E
05-03-16_00:51:36:060,-0.083825685,6.3779373,7.4269557,0.080960095,-1.3954965,-1.1930962,-18.75,-12.25,2.0625,0,0,0,119.917,SE,E
05-03-16_00:51:36:062,-0.083825685,6.3779373,7.4269557,0.04580637,-1.506284,-1.2942963,-18.75,-12.25,2.0625,0,0,0,119.917,SE,E
05-03-16_00:51:36:064,0.06227051,6.337222,7.29523,0.04580637,-1.506284,-1.2942963,-18.75,-12.25,2.0625,0,0,0,119.217,SE,E
05-03-16_00:51:36:066,-0.11496094,6.248606,7.470066,0.04580637,-1.506284,-1.2942963,-18.75,-12.25,2.0625,0,0,0,120.227,SE,E
05-03-16_00:51:36:137,-0.3784131,6.2773466,7.589817,0.04580637,-1.506284,-1.2942963,-18.75,-12.25,2.0625,0,0,0,121.361,SE,E
05-03-16_00:51:36:139,-0.29937744,6.2701616,7.230564,0.04580637,-1.506284,-1.2942963,-18.75,-12.25,2.0625,0,0,0,120.797,SE,E
05-03-16_00:51:36:230,-0.29937744,6.2701616,7.230564,0.04580637,-1.506284,-1.2942963,-24.875,-15.9375,6.0625,0,0,0,124.145,SE,E
05-03-16_00:51:36:236,-0.29937744,6.2701616,7.230564,-0.01917476,-1.438107,-1.2080098,-24.875,-15.9375,6.0625,0,0,0,124.145,SE,E
05-03-16_00:51:36:243,-0.34727785,6.2725563,7.209009,-0.01917476,-1.438107,-1.2080098,-24.875,-15.9375,6.0625,0,0,0,124.359,SE,E
05-03-16_00:51:36:249,-0.35925296,6.4114676,7.2640944,-0.01917476,-1.438107,-1.2080098,-24.875,-15.9375,6.0625,0,0,0,124.345,SE,E
05-03-16_00:51:36:302,-0.2778223,6.5048733,7.4580913,-0.01917476,-1.438107,-1.2080098,-24.875,-15.9375,6.0625,0,0,0,123.982,SE,E
05-03-16_00:51:36:305,-0.2706372,6.495293,7.2329593,-0.01917476,-1.438107,-1.2080098,-24.875,-15.9375,6.0625,0,0,0,123.864,SE,E
05-03-16_00:51:36:376,-0.2706372,6.495293,7.2329593,-0.01917476,-1.438107,-1.2080098,-27.8125,-19.9375,10.0625,0,0,0,129.06,SE,E
05-03-16_00:51:36:379,-0.2706372,6.495293,7.2329593,-0.046871636,-1.2921658,-1.0599382,-27.8125,-19.9375,10.0625,0,0,0,129.06,SE,E
05-03-16_00:51:36:380,-0.42870852,6.4976883,7.094048,-0.046871636,-1.2921658,-1.0599382,-27.8125,-19.9375,10.0625,0,0,0,129.799,SE,E
05-03-16_00:51:36:382,-0.38559815,6.4928985,7.1563187,-0.046871636,-1.2921658,-1.0599382,-27.8125,-19.9375,10.0625,0,0,0,129.599,SE,E
05-03-16_00:51:36:450,-0.28740236,6.466553,7.668853,-0.046871636,-1.2921658,-1.0599382,-27.8125,-19.9375,10.0625,0,0,0,129.246,SE,E
05-03-16_00:51:36:452,-0.28500733,6.557564,7.424561,-0.046871636,-1.2921658,-1.0599382,-27.8125,-19.9375,10.0625,0,0,0,129.145,SE,E
05-03-16_00:51:36:534,-0.28500733,6.557564,7.424561,-0.046871636,-1.2921658,-1.0599382,-30,-23.5625,14.8125,0,0,0,133.819,SE,E
05-03-16_00:51:36:536,-0.28500733,6.557564,7.424561,-0.1555286,-1.0705907,-0.87351686,-30,-23.5625,14.8125,0,0,0,133.819,SE,E
05-03-16_00:51:36:537,-0.6346802,6.7970657,6.5120583,-0.1555286,-1.0705907,-0.87351686,-30,-23.5625,14.8125,0,0,0,135.635,SE,E
05-03-16_00:51:36:539,-0.89573735,6.919212,5.860613,-0.1555286,-1.0705907,-0.87351686,-30,-23.5625,14.8125,0,0,0,137.472,SE,E
05-03-16_00:51:36:609,-1.0753639,6.6844997,7.424561,-0.1555286,-1.0705907,-0.87351686,-30,-23.5625,14.8125,0,0,0,137.615,SE,E
05-03-16_00:51:36:611,-1.3124708,6.959927,7.1084185,-0.1555286,-1.0705907,-0.87351686,-30,-23.5625,14.8125,0,0,0,139.01,SE,E
05-03-16_00:51:36:692,-1.3124708,6.959927,7.1084185,-0.1555286,-1.0705907,-0.87351686,-30.375,-26.0625,18,0,0,0,142.666,SE,E
05-03-16_00:51:36:694,-1.3124708,6.959927,7.1084185,-0.12996227,-0.5454154,-0.42184472,-30.375,-26.0625,18,0,0,0,142.666,SE,E
05-03-16_00:51:36:697,-1.099314,7.165899,6.1815457,-0.12996227,-0.5454154,-0.42184472,-30.375,-26.0625,18,0,0,0,142.211,SE,E
05-03-16_00:51:36:700,-0.81909674,7.1467385,6.550379,-0.12996227,-0.5454154,-0.42184472,-30.375,-26.0625,18,0,0,0,140.266,SE,E
05-03-16_00:51:36:766,-0.91729254,7.27128,6.6246243,-0.12996227,-0.5454154,-0.42184472,-30.375,-26.0625,18,0,0,0,140.774,SE,E
05-03-16_00:51:36:768,-0.9148975,7.3646855,6.6509695,-0.12996227,-0.5454154,-0.42184472,-30.375,-26.0625,18,0,0,0,140.723,SE,E
05-03-16_00:51:36:855,-0.9148975,7.3646855,6.6509695,-0.12996227,-0.5454154,-0.42184472,-29.625,-27.1875,19.9375,0,0,0,143.428,SE,E
05-03-16_00:51:36:860,-0.9148975,7.3646855,6.6509695,-0.05965481,0.06391586,0.027696876,-29.625,-27.1875,19.9375,0,0,0,143.428,SE,E
05-03-16_00:51:36:863,-1.1567944,7.407796,6.998247,-0.05965481,0.06391586,0.027696876,-29.625,-27.1875,19.9375,0,0,0,144.561,SE,E
05-03-16_00:51:36:865,-1.3555812,7.5251517,6.6485744,-0.05965481,0.06391586,0.027696876,-29.625,-27.1875,19.9375,0,0,0,145.986,SE,E
05-03-16_00:51:36:928,-0.9508228,7.3527102,6.4282327,-0.05965481,0.06391586,0.027696876,-29.625,-27.1875,19.9375,0,0,0,143.781,SE,E
05-03-16_00:51:36:932,-0.99393314,7.077283,7.086863,-0.05965481,0.06391586,0.027696876,-29.625,-27.1875,19.9375,0,0,0,143.654,SE,E
05-03-16_00:51:37:029,-0.99393314,7.077283,7.086863,-0.05965481,0.06391586,0.027696876,-30,-27.1875,19.1875,0,0,0,142.794,SE,E
05-03-16_00:51:37:034,-0.99393314,7.077283,7.086863,0.022370555,0.6018744,0.46658584,-30,-27.1875,19.1875,0,0,0,142.794,SE,E
05-03-16_00:51:37:041,-1.2358302,7.103628,6.8832865,0.022370555,0.6018744,0.46658584,-30,-27.1875,19.1875,0,0,0,144.252,SE,E
05-03-16_00:51:37:047,-1.3244458,7.084468,6.7707205,0.022370555,0.6018744,0.46658584,-30,-27.1875,19.1875,0,0,0,144.851,SE,E
05-03-16_00:51:37:092,-1.3939015,6.9048414,6.952742,0.022370555,0.6018744,0.46658584,-30,-27.1875,19.1875,0,0,0,145.07,SE,E
05-03-16_00:51:37:102,-1.1975098,6.847361,6.919212,0.022370555,0.6018744,0.46658584,-30,-27.1875,19.1875,0,0,0,144.04,SE,E
05-03-16_00:51:37:178,-1.1975098,6.847361,6.919212,0.022370555,0.6018744,0.46658584,-29.625,-26.0625,18,0,0,0,142.924,SE,E
05-03-16_00:51:37:183,-1.1975098,6.847361,6.919212,-0.014913702,1.0780476,0.94275904,-29.625,-26.0625,18,0,0,0,142.924,SE,E
05-03-16_00:51:37:187,-0.8909473,6.6773148,6.940767,-0.014913702,1.0780476,0.94275904,-29.625,-26.0625,18,0,0,0,141.274,SE,E
05-03-16_00:51:37:192,-0.6706055,6.468948,7.32876,-0.014913702,1.0780476,0.94275904,-29.625,-26.0625,18,0,0,0,139.989,SE,E
05-03-16_00:51:37:248,-0.51013917,6.337222,7.1874537,-0.014913702,1.0780476,0.94275904,-29.625,-26.0625,18,0,0,0,139.247,SE,E
05-03-16_00:51:37:253,-0.4622388,6.339617,7.213799,-0.014913702,1.0780476,0.94275904,-29.625,-26.0625,18,0,0,0,139.002,SE,E
05-03-16_00:51:37:336,-0.4622388,6.339617,7.213799,-0.014913702,1.0780476,0.94275904,-29.625,-23.1875,13.625,0,0,0,133.937,SE,E
05-03-16_00:51:37:341,-0.4622388,6.339617,7.213799,-0.060720075,1.2911005,1.1004182,-29.625,-23.1875,13.625,0,0,0,133.937,SE,E
05-03-16_00:51:37:348,-0.364043,6.3012967,7.36708,-0.060720075,1.2911005,1.1004182,-29.625,-23.1875,13.625,0,0,0,133.477,SE,E
05-03-16_00:51:37:353,-0.25147706,6.255791,7.726333,-0.060720075,1.2911005,1.1004182,-29.625,-23.1875,13.625,0,0,0,133,SE,E
05-03-16_00:51:37:414,-0.117355965,6.2677665,7.36708,-0.060720075,1.2911005,1.1004182,-29.625,-23.1875,13.625,0,0,0,132.341,SE,E
05-03-16_00:51:37:420,-0.37122804,6.215076,7.36708,-0.060720075,1.2911005,1.1004182,-29.625,-23.1875,13.625,0,0,0,133.536,SE,E
05-03-16_00:51:37:494,-0.37122804,6.215076,7.36708,-0.060720075,1.2911005,1.1004182,-28.1875,-19.9375,9.625,0,0,0,128.938,SE,E
05-03-16_00:51:37:500,-0.37122804,6.215076,7.36708,-0.10759171,1.320928,1.2101405,-28.1875,-19.9375,9.625,0,0,0,128.938,SE,E
05-03-16_00:51:37:504,-0.38559815,6.0354495,7.951465,-0.10759171,1.320928,1.2101405,-28.1875,-19.9375,9.625,0,0,0,129.124,SE,E
05-03-16_00:51:37:509,-0.30177248,5.9635987,7.6449027,-0.10759171,1.320928,1.2101405,-28.1875,-19.9375,9.625,0,0,0,128.775,SE,E
05-03-16_00:51:37:564,-0.4526587,6.0282645,7.5874224,-0.10759171,1.320928,1.2101405,-28.1875,-19.9375,9.625,0,0,0,129.391,SE,E
05-03-16_00:51:37:569,-0.3903882,5.9372535,7.776629,-0.10759171,1.320928,1.2101405,-28.1875,-19.9375,9.625,0,0,0,129.167,SE,E
05-03-16_00:51:37:651,-0.3903882,5.9372535,7.776629,-0.10759171,1.320928,1.2101405,-24.875,-14.4375,6.875,0,0,0,123.799,SE,E
05-03-16_00:51:37:655,-0.3903882,5.9372535,7.776629,-0.12357068,1.3273195,1.1941614,-24.875,-14.4375,6.875,0,0,0,123.799,SE,E
05-03-16_00:51:37:660,-0.30895755,5.9204884,7.831714,-0.12357068,1.3273195,1.1941614,-24.875,-14.4375,6.875,0,0,0,123.467,SE,E
05-03-16_00:51:37:663,-0.37122804,5.958809,8.020921,-0.12357068,1.3273195,1.1941614,-24.875,-14.4375,6.875,0,0,0,123.719,SE,E
05-03-16_00:51:37:723,-0.26584718,5.927674,7.807764,-0.12357068,1.3273195,1.1941614,-24.875,-14.4375,6.875,0,0,0,123.283,SE,E
05-03-16_00:51:37:728,-0.39517823,5.894143,7.8197393,-0.12357068,1.3273195,1.1941614,-24.875,-14.4375,6.875,0,0,0,123.833,SE,E
05-03-16_00:51:37:816,-0.39517823,5.894143,7.8197393,-0.12357068,1.3273195,1.1941614,-21.25,-11.5625,2.5,0,0,0,118.352,SE,E
05-03-16_00:51:37:822,-0.39517823,5.894143,7.8197393,-0.1736381,1.1749867,1.1973573,-21.25,-11.5625,2.5,0,0,0,118.352,SE,E
05-03-16_00:51:37:827,-0.66342044,5.8438478,7.798184,-0.1736381,1.1749867,1.1973573,-21.25,-11.5625,2.5,0,0,0,119.445,SE,E
05-03-16_00:51:37:832,-0.61552006,5.752837,7.580237,-0.1736381,1.1749867,1.1973573,-21.25,-11.5625,2.5,0,0,0,119.279,SE,E
05-03-16_00:51:37:886,-0.46702883,5.7648125,7.846084,-0.1736381,1.1749867,1.1973573,-21.25,-11.5625,2.5,0,0,0,118.73,SE,E
05-03-16_00:51:37:890,-0.102985844,5.829478,7.9873905,-0.1736381,1.1749867,1.1973573,-21.25,-11.5625,2.5,0,0,0,117.352,SE,E
05-03-16_00:51:37:970,-0.102985844,5.829478,7.9873905,-0.1736381,1.1749867,1.1973573,-15.4375,-8.625,0.125,0,0,0,114.88,SE,E
05-03-16_00:51:37:975,-0.102985844,5.829478,7.9873905,-0.26312032,0.77231675,0.9491506,-15.4375,-8.625,0.125,0,0,0,114.88,SE,E
05-03-16_00:51:37:981,0.19160157,6.0426345,7.4125857,-0.26312032,0.77231675,0.9491506,-15.4375,-8.625,0.125,0,0,0,112.877,SE,E
05-03-16_00:51:37:987,0.34488282,6.090535,7.5706573,-0.26312032,0.77231675,0.9491506,-15.4375,-8.625,0.125,0,0,0,112.408,E,E
05-03-16_00:51:38:037,0.17483643,6.0522146,7.204219,-0.26312032,0.77231675,0.9491506,-15.4375,-8.625,0.125,0,0,0,112.66,SE,E
05-03-16_00:51:38:042,-0.20357667,5.831873,6.6342044,-0.26312032,0.77231675,0.9491506,-15.4375,-8.625,0.125,0,0,0,114.018,SE,E
05-03-16_00:51:38:127,-0.20357667,5.831873,6.6342044,-0.26312032,0.77231675,0.9491506,-12.5625,-6.8125,0.5,0,0,0,114.449,SE,E
05-03-16_00:51:38:132,-0.20357667,5.831873,6.6342044,-1.1227888,0.32384038,0.7275756,-12.5625,-6.8125,0.5,0,0,0,114.449,SE,E
05-03-16_00:51:38:137,-0.06945557,5.4223247,6.5479836,-1.1227888,0.32384038,0.7275756,-12.5625,-6.8125,0.5,0,0,0,114.23,SE,E
05-03-16_00:51:38:142,0.60594,4.785249,7.431746,-1.1227888,0.32384038,0.7275756,-12.5625,-6.8125,0.5,0,0,0,113.459,SE,E
05-03-16_00:51:38:197,0.87178713,4.191284,7.92512,-1.1227888,0.32384038,0.7275756,-12.5625,-6.8125,0.5,0,0,0,114.145,SE,E
05-03-16_00:51:38:201,1.0346485,4.160149,8.614885,-1.1227888,0.32384038,0.7275756,-12.5625,-6.8125,0.5,0,0,0,114.494,SE,E
05-03-16_00:51:38:291,1.0346485,4.160149,8.614885,-1.1227888,0.32384038,0.7275756,-10,-0.25,-1.875,0,0,0,83.563,E,E
05-03-16_00:51:38:299,1.0346485,4.160149,8.614885,-1.135572,0.27057716,0.29507825,-10,-0.25,-1.875,0,0,0,83.563,E,E
05-03-16_00:51:38:304,0.67539555,4.0116577,7.90117,-1.135572,0.27057716,0.29507825,-10,-0.25,-1.875,0,0,0,84.149,E,E
05-03-16_00:51:38:311,0.57959473,3.5039136,9.187295,-1.135572,0.27057716,0.29507825,-10,-0.25,-1.875,0,0,0,86.194,E,E
05-03-16_00:51:38:359,0.7424561,3.3745828,10.099798,-1.135572,0.27057716,0.29507825,-10,-0.25,-1.875,0,0,0,86.592,E,E
05-03-16_00:51:38:363,0.7113208,3.396138,10.37762,-1.135572,0.27057716,0.29507825,-10,-0.25,-1.875,0,0,0,86.774,E,E
05-03-16_00:51:38:445,0.7113208,3.396138,10.37762,-1.135572,0.27057716,0.29507825,-8.1875,8.4375,-2.3125,0,0,0,41.954,NE,E
05-03-16_00:51:38:451,0.7113208,3.396138,10.37762,-0.63383234,0.04580637,0.054328486,-8.1875,8.4375,-2.3125,0,0,0,41.954,NE,E
05-03-16_00:51:38:456,0.49097902,3.3506324,9.433982,-0.63383234,0.04580637,0.054328486,-8.1875,8.4375,-2.3125,0,0,0,42.259,NE,E
05-03-16_00:51:38:461,0.098195806,3.1566358,9.292676,-0.63383234,0.04580637,0.054328486,-8.1875,8.4375,-2.3125,0,0,0,42.976,NE,E
05-03-16_00:51:38:517,-0.18681154,2.8788135,9.707015,-0.63383234,0.04580637,0.054328486,-8.1875,8.4375,-2.3125,0,0,0,43.405,NE,E
05-03-16_00:51:38:520,-0.20118165,2.5578809,9.129815,-0.63383234,0.04580637,0.054328486,-8.1875,8.4375,-2.3125,0,0,0,43.433,NE,E
05-03-16_00:51:38:603,-0.20118165,2.5578809,9.129815,-0.63383234,0.04580637,0.054328486,-9.25,14.25,-1.0625,0,0,0,33.602,NE,E
05-03-16_00:51:38:608,-0.20118165,2.5578809,9.129815,-0.7755125,0.0628506,0.21944448,-9.25,14.25,-1.0625,0,0,0,33.602,NE,E
05-03-16_00:51:38:612,-0.29937744,2.2585034,9.498648,-0.7755125,0.0628506,0.21944448,-9.25,14.25,-1.0625,0,0,0,33.456,NE,E
05-03-16_00:51:38:617,-0.028740235,2.0405567,10.535691,-0.7755125,0.0628506,0.21944448,-9.25,14.25,-1.0625,0,0,0,33.112,NE,E
05-03-16_00:51:38:672,0.023950197,1.9806812,10.207574,-0.7755125,0.0628506,0.21944448,-9.25,14.25,-1.0625,0,0,0,33.082,NE,E
