14-02-16_16:08:06:947,-0.70174074,1.7579445,4.5553274,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:013,-2.2106032,3.4871485,8.322693,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:014,-2.1052222,3.7098854,8.842413,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:015,-1.7555494,3.7074904,9.374106,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:016,-1.1951149,3.7266505,9.697434,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:017,-0.73527104,3.5182838,9.994417,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:018,-0.47900394,3.295547,10.365645,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:019,-0.3065625,3.2021413,10.566827,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:019,-0.038320314,3.0608351,10.612332,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:020,0.25387207,2.8548634,10.358459,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:021,0.17483643,2.8213332,10.332115,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:022,0.019160157,2.7087672,10.370435,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:023,-0.32093263,2.572251,10.600357,0.16298546,-0.1438107,-0.60933125,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:120,-0.32093263,2.572251,10.600357,-0.1257012,0.27803403,0.257794,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:121,-0.32093263,2.572251,10.600357,-0.04580637,0.28655612,0.257794,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:122,-0.32093263,2.572251,10.600357,0.041545313,0.26312032,0.25033715,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:123,-0.32093263,2.572251,10.600357,0.12357068,0.19813919,0.23861924,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:125,-0.32093263,2.572251,10.600357,0.18961707,0.1107875,0.23648871,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:126,-0.32093263,2.572251,10.600357,0.24927188,0.029827405,0.21944448,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:126,-0.32093263,2.572251,10.600357,0.29614353,-0.05965481,0.21731395,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:127,-0.32093263,2.572251,10.600357,0.3536678,-0.15126756,0.21837921,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:128,-0.32093263,2.572251,10.600357,0.37710363,-0.22264028,0.22903186,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:129,-0.32093263,2.572251,10.600357,0.3920173,-0.2972088,0.22796659,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:130,-0.32093263,2.572251,10.600357,0.39414784,-0.330232,0.20559604,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:131,-0.32093263,2.572251,10.600357,0.3749731,-0.3685815,0.19600865,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:132,-0.32093263,2.572251,10.600357,0.34408042,-0.37390783,0.1587244,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:133,-0.32093263,2.572251,10.600357,0.32490566,-0.35579833,0.13102753,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:134,-0.32093263,2.572251,10.600357,0.31318775,-0.3110572,0.101200126,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:134,-0.32093263,2.572251,10.600357,0.28016454,-0.25246766,0.07456851,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:135,-0.32093263,2.572251,10.600357,0.26631612,-0.17044231,0.051132694,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:136,-0.32093263,2.572251,10.600357,0.25353295,-0.05752428,0.05539375,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:137,-0.32093263,2.572251,10.600357,0.23648871,0.046871636,0.053263225,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:138,-0.32093263,2.572251,10.600357,0.2247708,0.17576863,0.05752428,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:139,-0.32093263,2.572251,10.600357,0.19707392,0.26525086,0.068176925,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:140,-0.32093263,2.572251,10.600357,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:141,-0.6490503,2.4189699,10.796748,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:142,-0.859812,2.4764502,10.847044,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:143,-0.96758795,2.2848487,10.818304,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:143,-0.97956306,2.184258,10.552457,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:144,-1.0370435,2.1052222,10.236314,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:145,-1.3268409,2.3471193,10.154883,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:146,-1.3986914,2.5027955,10.011182,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:147,-1.4944923,2.8931837,9.901011,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:148,-1.346001,3.0129347,9.812395,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:149,-1.1543995,3.032095,9.635164,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:150,-1.0418335,3.04407,9.735755,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:151,-0.9651929,3.187771,9.72378,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:152,-0.79035646,3.1446607,9.845925,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:152,-0.6394702,3.1542408,9.85311,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:153,-0.4766089,3.0776002,9.939331,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:154,-0.23950197,3.046465,9.769285,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:155,-0.3784131,2.806963,9.678274,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:156,-0.4143384,2.7279274,9.649534,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:157,-0.34727785,2.567461,9.532178,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:157,-0.33769777,2.5770411,9.314231,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:158,-0.364043,2.4668703,9.297466,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:159,-0.4047583,2.3566992,8.873548,0.17470337,0.32277513,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:160,-0.4047583,2.3566992,8.873548,0.12676647,0.35792887,0.07882957,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:161,-0.4047583,2.3566992,8.873548,0.08735169,0.34408042,0.08841695,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:162,-0.43589357,2.4165747,9.060359,0.08735169,0.34408042,0.08841695,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:163,-0.4742139,2.5123756,9.139395,0.08735169,0.34408042,0.08841695,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:164,-0.4742139,2.5123756,9.139395,0.046871636,0.3153183,0.0777643,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:165,-0.4742139,2.5123756,9.139395,-0.0010652645,0.26205507,0.07669904,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:166,-0.66342044,2.42855,9.127419,-0.0010652645,0.26205507,0.07669904,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:167,-0.77359134,2.5267458,8.988508,-0.0010652645,0.26205507,0.07669904,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:167,-0.77359134,2.5267458,8.988508,-0.03834952,0.22583607,0.07989483,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:168,-0.77359134,2.5267458,8.988508,-0.082025364,0.16831179,0.09374327,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:169,-0.98914313,2.8141482,8.909473,-0.082025364,0.16831179,0.09374327,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:171,-1.0154883,2.9338992,8.947793,-0.082025364,0.16831179,0.09374327,-59.25,-8.3125,46.25,400.0
14-02-16_16:08:07:172,-1.0154883,2.9338992,8.947793,-0.082025364,0.16831179,0.09374327,-35.625,-1.0625,34.9375,400.0
14-02-16_16:08:07:173,-1.0154883,2.9338992,8.947793,-0.10226539,0.13635385,0.10226539,-35.625,-1.0625,34.9375,400.0
14-02-16_16:08:07:174,-1.0154883,2.9338992,8.947793,-0.10865697,0.082025364,0.10439592,-35.625,-1.0625,34.9375,400.0
14-02-16_16:08:07:175,-1.0059083,3.0536501,9.287886,-0.10865697,0.082025364,0.10439592,-35.625,-1.0625,34.9375,400.0
14-02-16_16:08:07:176,-1.0226734,3.276387,9.584868,-0.10865697,0.082025364,0.10439592,-35.625,-1.0625,34.9375,400.0
14-02-16_16:08:07:176,-1.0226734,3.276387,9.584868,-0.10865697,0.082025364,0.10439592,-35.625,-1.0625,34.9375,323.0
14-02-16_16:08:07:177,-1.0226734,3.276387,9.584868,-0.10972224,0.04261058,0.112918034,-35.625,-1.0625,34.9375,323.0
